date,area,new_cases,total_deaths
2020-09-15T17:00:00,Abruzzo,18,473
2020-09-15T17:00:00,Basilicata,5,28
2020-09-15T17:00:00,Calabria,4,98
2020-09-15T17:00:00,Campania,136,452
2020-09-15T17:00:00,Emilia-Romagna,125,4470
2020-09-15T17:00:00,Friuli Venezia Giulia,20,349
2020-09-15T17:00:00,Lazio,139,887
2020-09-15T17:00:00,Liguria,141,1582
2020-09-15T17:00:00,Lombardia,176,16903
2020-09-15T17:00:00,Marche,14,989
2020-09-15T17:00:00,Molise,1,23
2020-09-15T17:00:00,P.A. Bolzano,21,292
2020-09-15T17:00:00,P.A. Trento,20,405
2020-09-15T17:00:00,Piemonte,39,4153
2020-09-15T17:00:00,Puglia,76,573
2020-09-15T17:00:00,Sardegna,36,140
2020-09-15T17:00:00,Sicilia,77,292
2020-09-15T17:00:00,Toscana,41,1151
2020-09-15T17:00:00,Umbria,22,81
2020-09-15T17:00:00,Valle d'Aosta,3,146
2020-09-15T17:00:00,Veneto,115,2146
2020-09-16T17:00:00,Abruzzo,18,473
2020-09-16T17:00:00,Basilicata,5,28
2020-09-16T17:00:00,Calabria,19,98
2020-09-16T17:00:00,Campania,186,452
2020-09-16T17:00:00,Emilia-Romagna,106,4470
2020-09-16T17:00:00,Friuli Venezia Giulia,29,349
2020-09-16T17:00:00,Lazio,165,887
2020-09-16T17:00:00,Liguria,73,1583
2020-09-16T17:00:00,Lombardia,159,16905
2020-09-16T17:00:00,Marche,38,989
2020-09-16T17:00:00,Molise,6,23
2020-09-16T17:00:00,P.A. Bolzano,12,292
2020-09-16T17:00:00,P.A. Trento,32,405
2020-09-16T17:00:00,Piemonte,117,4153
2020-09-16T17:00:00,Puglia,103,574
2020-09-16T17:00:00,Sardegna,27,140
2020-09-16T17:00:00,Sicilia,90,295
2020-09-16T17:00:00,Toscana,90,1151
2020-09-16T17:00:00,Umbria,17,81
2020-09-16T17:00:00,Valle d'Aosta,1,146
2020-09-16T17:00:00,Veneto,159,2151
2020-09-17T17:00:00,Abruzzo,33,473
2020-09-17T17:00:00,Basilicata,5,28
2020-09-17T17:00:00,Calabria,16,98
2020-09-17T17:00:00,Campania,195,455
2020-09-17T17:00:00,Emilia-Romagna,110,4471
2020-09-17T17:00:00,Friuli Venezia Giulia,63,349
2020-09-17T17:00:00,Lazio,181,889
2020-09-17T17:00:00,Liguria,40,1586
2020-09-17T17:00:00,Lombardia,281,16906
2020-09-17T17:00:00,Marche,37,989
2020-09-17T17:00:00,Molise,2,23
2020-09-17T17:00:00,P.A. Bolzano,15,292
2020-09-17T17:00:00,P.A. Trento,76,405
2020-09-17T17:00:00,Piemonte,70,4153
2020-09-17T17:00:00,Puglia,63,575
2020-09-17T17:00:00,Sardegna,51,140
2020-09-17T17:00:00,Sicilia,96,295
2020-09-17T17:00:00,Toscana,119,1152
2020-09-17T17:00:00,Umbria,22,82
2020-09-17T17:00:00,Valle d'Aosta,1,146
2020-09-17T17:00:00,Veneto,109,2151
2020-09-18T17:00:00,Abruzzo,54,474
2020-09-18T17:00:00,Basilicata,0,28
2020-09-18T17:00:00,Calabria,28,98
2020-09-18T17:00:00,Campania,208,455
2020-09-18T17:00:00,Emilia-Romagna,121,4472
2020-09-18T17:00:00,Friuli Venezia Giulia,39,349
2020-09-18T17:00:00,Lazio,193,889
2020-09-18T17:00:00,Liguria,158,1586
2020-09-18T17:00:00,Lombardia,224,16908
2020-09-18T17:00:00,Marche,29,989
2020-09-18T17:00:00,Molise,3,23
2020-09-18T17:00:00,P.A. Bolzano,72,292
2020-09-18T17:00:00,P.A. Trento,18,405
2020-09-18T17:00:00,Piemonte,127,4153
2020-09-18T17:00:00,Puglia,84,577
2020-09-18T17:00:00,Sardegna,66,141
2020-09-18T17:00:00,Sicilia,179,296
2020-09-18T17:00:00,Toscana,99,1152
2020-09-18T17:00:00,Umbria,21,82
2020-09-18T17:00:00,Valle d'Aosta,8,146
2020-09-18T17:00:00,Veneto,176,2153
2020-09-19T17:00:00,Abruzzo,0,474
2020-09-19T17:00:00,Basilicata,3,28
2020-09-19T17:00:00,Calabria,25,98
2020-09-19T17:00:00,Campania,149,456
2020-09-19T17:00:00,Emilia-Romagna,133,4474
2020-09-19T17:00:00,Friuli Venezia Giulia,33,350
2020-09-19T17:00:00,Lazio,197,890
2020-09-19T17:00:00,Liguria,78,1588
2020-09-19T17:00:00,Lombardia,243,16917
2020-09-19T17:00:00,Marche,24,989
2020-09-19T17:00:00,Molise,5,23
2020-09-19T17:00:00,P.A. Bolzano,26,292
2020-09-19T17:00:00,P.A. Trento,22,405
2020-09-19T17:00:00,Piemonte,74,4154
2020-09-19T17:00:00,Puglia,108,578
2020-09-19T17:00:00,Sardegna,59,141
2020-09-19T17:00:00,Sicilia,98,296
2020-09-19T17:00:00,Toscana,143,1152
2020-09-19T17:00:00,Umbria,32,83
2020-09-19T17:00:00,Valle d'Aosta,0,146
2020-09-19T17:00:00,Veneto,186,2158
2020-09-20T17:00:00,Abruzzo,0,474
2020-09-20T17:00:00,Basilicata,6,28
2020-09-20T17:00:00,Calabria,22,98
2020-09-20T17:00:00,Campania,171,456
2020-09-20T17:00:00,Emilia-Romagna,115,4476
2020-09-20T17:00:00,Friuli Venezia Giulia,32,350
2020-09-20T17:00:00,Lazio,165,890
2020-09-20T17:00:00,Liguria,85,1591
2020-09-20T17:00:00,Lombardia,211,16922
2020-09-20T17:00:00,Marche,31,989
2020-09-20T17:00:00,Molise,1,23
2020-09-20T17:00:00,P.A. Bolzano,20,292
2020-09-20T17:00:00,P.A. Trento,45,405
2020-09-20T17:00:00,Piemonte,98,4154
2020-09-20T17:00:00,Puglia,50,579
2020-09-20T17:00:00,Sardegna,72,141
2020-09-20T17:00:00,Sicilia,116,296
2020-09-20T17:00:00,Toscana,147,1152
2020-09-20T17:00:00,Umbria,24,83
2020-09-20T17:00:00,Valle d'Aosta,3,146
2020-09-20T17:00:00,Veneto,173,2162
2020-09-21T17:00:00,Abruzzo,72,475
2020-09-21T17:00:00,Basilicata,1,28
2020-09-21T17:00:00,Calabria,12,98
2020-09-21T17:00:00,Campania,243,457
2020-09-21T17:00:00,Emilia-Romagna,116,4477
2020-09-21T17:00:00,Friuli Venezia Giulia,13,350
2020-09-21T17:00:00,Lazio,198,895
2020-09-21T17:00:00,Liguria,64,1591
2020-09-21T17:00:00,Lombardia,90,16923
2020-09-21T17:00:00,Marche,17,989
2020-09-21T17:00:00,Molise,31,23
2020-09-21T17:00:00,P.A. Bolzano,20,292
2020-09-21T17:00:00,P.A. Trento,2,405
2020-09-21T17:00:00,Piemonte,57,4155
2020-09-21T17:00:00,Puglia,81,580
2020-09-21T17:00:00,Sardegna,64,143
2020-09-21T17:00:00,Sicilia,75,299
2020-09-21T17:00:00,Toscana,84,1152
2020-09-21T17:00:00,Umbria,5,84
2020-09-21T17:00:00,Valle d'Aosta,2,146
2020-09-21T17:00:00,Veneto,103,2162
2020-09-22T17:00:00,Abruzzo,18,475
2020-09-22T17:00:00,Basilicata,14,28
2020-09-22T17:00:00,Calabria,24,98
2020-09-22T17:00:00,Campania,156,457
2020-09-22T17:00:00,Emilia-Romagna,56,4478
2020-09-22T17:00:00,Friuli Venezia Giulia,14,350
2020-09-22T17:00:00,Lazio,238,899
2020-09-22T17:00:00,Liguria,105,1592
2020-09-22T17:00:00,Lombardia,182,16925
2020-09-22T17:00:00,Marche,18,989
2020-09-22T17:00:00,Molise,2,23
2020-09-22T17:00:00,P.A. Bolzano,8,292
2020-09-22T17:00:00,P.A. Trento,25,405
2020-09-22T17:00:00,Piemonte,84,4156
2020-09-22T17:00:00,Puglia,67,581
2020-09-22T17:00:00,Sardegna,53,143
2020-09-22T17:00:00,Sicilia,108,300
2020-09-22T17:00:00,Toscana,74,1152
2020-09-22T17:00:00,Umbria,26,84
2020-09-22T17:00:00,Valle d'Aosta,1,146
2020-09-22T17:00:00,Veneto,119,2165
2020-09-23T17:00:00,Abruzzo,22,477
2020-09-23T17:00:00,Basilicata,17,28
2020-09-23T17:00:00,Calabria,19,98
2020-09-23T17:00:00,Campania,248,457
2020-09-23T17:00:00,Emilia-Romagna,101,4479
2020-09-23T17:00:00,Friuli Venezia Giulia,57,350
2020-09-23T17:00:00,Lazio,195,902
2020-09-23T17:00:00,Liguria,108,1594
2020-09-23T17:00:00,Lombardia,196,16925
2020-09-23T17:00:00,Marche,32,989
2020-09-23T17:00:00,Molise,3,23
2020-09-23T17:00:00,P.A. Bolzano,37,292
2020-09-23T17:00:00,P.A. Trento,22,405
2020-09-23T17:00:00,Piemonte,95,4157
2020-09-23T17:00:00,Puglia,89,583
2020-09-23T17:00:00,Sardegna,49,145
2020-09-23T17:00:00,Sicilia,89,303
2020-09-23T17:00:00,Toscana,90,1153
2020-09-23T17:00:00,Umbria,19,85
2020-09-23T17:00:00,Valle d'Aosta,2,146
2020-09-23T17:00:00,Veneto,150,2167
2020-09-24T17:00:00,Abruzzo,17,477
2020-09-24T17:00:00,Basilicata,9,28
2020-09-24T17:00:00,Calabria,9,98
2020-09-24T17:00:00,Campania,195,457
2020-09-24T17:00:00,Emilia-Romagna,99,4480
2020-09-24T17:00:00,Friuli Venezia Giulia,28,350
2020-09-24T17:00:00,Lazio,230,902
2020-09-24T17:00:00,Liguria,102,1596
2020-09-24T17:00:00,Lombardia,229,16935
2020-09-24T17:00:00,Marche,17,989
2020-09-24T17:00:00,Molise,4,23
2020-09-24T17:00:00,P.A. Bolzano,20,292
2020-09-24T17:00:00,P.A. Trento,23,405
2020-09-24T17:00:00,Piemonte,104,4158
2020-09-24T17:00:00,Puglia,73,586
2020-09-24T17:00:00,Sardegna,66,148
2020-09-24T17:00:00,Sicilia,125,304
2020-09-24T17:00:00,Toscana,156,1153
2020-09-24T17:00:00,Umbria,29,85
2020-09-24T17:00:00,Valle d'Aosta,3,146
2020-09-24T17:00:00,Veneto,248,2169
2020-09-25T17:00:00,Abruzzo,51,477
2020-09-25T17:00:00,Basilicata,13,28
2020-09-25T17:00:00,Calabria,10,98
2020-09-25T17:00:00,Campania,253,459
2020-09-25T17:00:00,Emilia-Romagna,122,4481
2020-09-25T17:00:00,Friuli Venezia Giulia,37,350
2020-09-25T17:00:00,Lazio,230,904
2020-09-25T17:00:00,Liguria,73,1597
2020-09-25T17:00:00,Lombardia,277,16937
2020-09-25T17:00:00,Marche,33,990
2020-09-25T17:00:00,Molise,5,23
2020-09-25T17:00:00,P.A. Bolzano,52,292
2020-09-25T17:00:00,P.A. Trento,23,405
2020-09-25T17:00:00,Piemonte,120,4159
2020-09-25T17:00:00,Puglia,90,587
2020-09-25T17:00:00,Sardegna,57,148
2020-09-25T17:00:00,Sicilia,107,306
2020-09-25T17:00:00,Toscana,139,1156
2020-09-25T17:00:00,Umbria,23,85
2020-09-25T17:00:00,Valle d'Aosta,1,146
2020-09-25T17:00:00,Veneto,196,2173
2020-09-26T17:00:00,Abruzzo,16,477
2020-09-26T17:00:00,Basilicata,25,28
2020-09-26T17:00:00,Calabria,15,100
2020-09-26T17:00:00,Campania,274,460
2020-09-26T17:00:00,Emilia-Romagna,99,4481
2020-09-26T17:00:00,Friuli Venezia Giulia,54,350
2020-09-26T17:00:00,Lazio,219,906
2020-09-26T17:00:00,Liguria,97,1599
2020-09-26T17:00:00,Lombardia,256,16941
2020-09-26T17:00:00,Marche,26,990
2020-09-26T17:00:00,Molise,5,23
2020-09-26T17:00:00,P.A. Bolzano,29,292
2020-09-26T17:00:00,P.A. Trento,51,405
2020-09-26T17:00:00,Piemonte,107,4160
2020-09-26T17:00:00,Puglia,51,590
2020-09-26T17:00:00,Sardegna,63,148
2020-09-26T17:00:00,Sicilia,110,306
2020-09-26T17:00:00,Toscana,110,1157
2020-09-26T17:00:00,Umbria,35,85
2020-09-26T17:00:00,Valle d'Aosta,11,146
2020-09-26T17:00:00,Veneto,216,2174
2020-09-27T17:00:00,Abruzzo,47,478
2020-09-27T17:00:00,Basilicata,47,29
2020-09-27T17:00:00,Calabria,31,100
2020-09-27T17:00:00,Campania,245,460
2020-09-27T17:00:00,Emilia-Romagna,96,4482
2020-09-27T17:00:00,Friuli Venezia Giulia,28,351
2020-09-27T17:00:00,Lazio,181,907
2020-09-27T17:00:00,Liguria,45,1599
2020-09-27T17:00:00,Lombardia,216,16946
2020-09-27T17:00:00,Marche,24,990
2020-09-27T17:00:00,Molise,7,24
2020-09-27T17:00:00,P.A. Bolzano,22,292
2020-09-27T17:00:00,P.A. Trento,42,405
2020-09-27T17:00:00,Piemonte,132,4161
2020-09-27T17:00:00,Puglia,76,590
2020-09-27T17:00:00,Sardegna,139,149
2020-09-27T17:00:00,Sicilia,107,308
2020-09-27T17:00:00,Toscana,101,1157
2020-09-27T17:00:00,Umbria,21,85
2020-09-27T17:00:00,Valle d'Aosta,0,146
2020-09-27T17:00:00,Veneto,159,2176
2020-09-28T17:00:00,Abruzzo,4,479
2020-09-28T17:00:00,Basilicata,7,29
2020-09-28T17:00:00,Calabria,5,100
2020-09-28T17:00:00,Campania,295,461
2020-09-28T17:00:00,Emilia-Romagna,85,4482
2020-09-28T17:00:00,Friuli Venezia Giulia,2,351
2020-09-28T17:00:00,Lazio,211,910
2020-09-28T17:00:00,Liguria,109,1600
2020-09-28T17:00:00,Lombardia,119,16948
2020-09-28T17:00:00,Marche,5,990
2020-09-28T17:00:00,Molise,4,24
2020-09-28T17:00:00,P.A. Bolzano,25,292
2020-09-28T17:00:00,P.A. Trento,20,406
2020-09-28T17:00:00,Piemonte,94,4161
2020-09-28T17:00:00,Puglia,90,592
2020-09-28T17:00:00,Sardegna,37,150
2020-09-28T17:00:00,Sicilia,102,309
2020-09-28T17:00:00,Toscana,85,1160
2020-09-28T17:00:00,Umbria,11,85
2020-09-28T17:00:00,Valle d'Aosta,1,146
2020-09-28T17:00:00,Veneto,183,2176
2020-09-29T17:00:00,Abruzzo,14,481
2020-09-29T17:00:00,Basilicata,6,29
2020-09-29T17:00:00,Calabria,10,100
2020-09-29T17:00:00,Campania,286,463
2020-09-29T17:00:00,Emilia-Romagna,97,4484
2020-09-29T17:00:00,Friuli Venezia Giulia,28,351
2020-09-29T17:00:00,Lazio,219,913
2020-09-29T17:00:00,Liguria,89,1603
2020-09-29T17:00:00,Lombardia,203,16951
2020-09-29T17:00:00,Marche,26,990
2020-09-29T17:00:00,Molise,1,24
2020-09-29T17:00:00,P.A. Bolzano,8,292
2020-09-29T17:00:00,P.A. Trento,13,406
2020-09-29T17:00:00,Piemonte,100,4163
2020-09-29T17:00:00,Puglia,76,592
2020-09-29T17:00:00,Sardegna,82,151
2020-09-29T17:00:00,Sicilia,163,310
2020-09-29T17:00:00,Toscana,56,1164
2020-09-29T17:00:00,Umbria,23,85
2020-09-29T17:00:00,Valle d'Aosta,8,146
2020-09-29T17:00:00,Veneto,140,2177
2020-09-30T17:00:00,Abruzzo,23,481
2020-09-30T17:00:00,Basilicata,32,29
2020-09-30T17:00:00,Calabria,18,100
2020-09-30T17:00:00,Campania,287,463
2020-09-30T17:00:00,Emilia-Romagna,101,4484
2020-09-30T17:00:00,Friuli Venezia Giulia,28,351
2020-09-30T17:00:00,Lazio,210,918
2020-09-30T17:00:00,Liguria,51,1604
2020-09-30T17:00:00,Lombardia,201,16955
2020-09-30T17:00:00,Marche,23,990
2020-09-30T17:00:00,Molise,6,24
2020-09-30T17:00:00,P.A. Bolzano,17,292
2020-09-30T17:00:00,P.A. Trento,37,406
2020-09-30T17:00:00,Piemonte,170,4164
2020-09-30T17:00:00,Puglia,99,595
2020-09-30T17:00:00,Sardegna,51,154
2020-09-30T17:00:00,Sicilia,170,311
2020-09-30T17:00:00,Toscana,120,1164
2020-09-30T17:00:00,Umbria,46,85
2020-09-30T17:00:00,Valle d'Aosta,6,146
2020-09-30T17:00:00,Veneto,155,2178
2020-10-01T17:00:00,Abruzzo,30,481
2020-10-01T17:00:00,Basilicata,33,29
2020-10-01T17:00:00,Calabria,17,100
2020-10-01T17:00:00,Campania,390,463
2020-10-01T17:00:00,Emilia-Romagna,103,4484
2020-10-01T17:00:00,Friuli Venezia Giulia,57,351
2020-10-01T17:00:00,Lazio,265,923
2020-10-01T17:00:00,Liguria,111,1608
2020-10-01T17:00:00,Lombardia,324,16960
2020-10-01T17:00:00,Marche,28,990
2020-10-01T17:00:00,Molise,1,24
2020-10-01T17:00:00,P.A. Bolzano,29,292
2020-10-01T17:00:00,P.A. Trento,48,406
2020-10-01T17:00:00,Piemonte,110,4165
2020-10-01T17:00:00,Puglia,114,596
2020-10-01T17:00:00,Sardegna,96,155
2020-10-01T17:00:00,Sicilia,156,312
2020-10-01T17:00:00,Toscana,144,1165
2020-10-01T17:00:00,Umbria,46,85
2020-10-01T17:00:00,Valle d'Aosta,1,146
2020-10-01T17:00:00,Veneto,445,2183
2020-10-02T17:00:00,Abruzzo,49,481
2020-10-02T17:00:00,Basilicata,16,30
2020-10-02T17:00:00,Calabria,18,100
2020-10-02T17:00:00,Campania,392,464
2020-10-02T17:00:00,Emilia-Romagna,163,4484
2020-10-02T17:00:00,Friuli Venezia Giulia,66,353
2020-10-02T17:00:00,Lazio,264,928
2020-10-02T17:00:00,Liguria,140,1608
2020-10-02T17:00:00,Lombardia,307,16964
2020-10-02T17:00:00,Marche,42,990
2020-10-02T17:00:00,Molise,4,24
2020-10-02T17:00:00,P.A. Bolzano,21,292
2020-10-02T17:00:00,P.A. Trento,39,406
2020-10-02T17:00:00,Piemonte,219,4166
2020-10-02T17:00:00,Puglia,72,597
2020-10-02T17:00:00,Sardegna,60,155
2020-10-02T17:00:00,Sicilia,140,314
2020-10-02T17:00:00,Toscana,223,1165
2020-10-02T17:00:00,Umbria,62,85
2020-10-02T17:00:00,Valle d'Aosta,11,146
2020-10-02T17:00:00,Veneto,191,2189
2020-10-03T17:00:00,Abruzzo,42,481
2020-10-03T17:00:00,Basilicata,49,33
2020-10-03T17:00:00,Calabria,24,100
2020-10-03T17:00:00,Campania,401,465
2020-10-03T17:00:00,Emilia-Romagna,167,4485
2020-10-03T17:00:00,Friuli Venezia Giulia,51,353
2020-10-03T17:00:00,Lazio,261,933
2020-10-03T17:00:00,Liguria,162,1609
2020-10-03T17:00:00,Lombardia,393,16969
2020-10-03T17:00:00,Marche,59,991
2020-10-03T17:00:00,Molise,0,25
2020-10-03T17:00:00,P.A. Bolzano,24,292
2020-10-03T17:00:00,P.A. Trento,62,406
2020-10-03T17:00:00,Piemonte,279,4166
2020-10-03T17:00:00,Puglia,111,598
2020-10-03T17:00:00,Sardegna,62,155
2020-10-03T17:00:00,Sicilia,182,317
2020-10-03T17:00:00,Toscana,197,1166
2020-10-03T17:00:00,Umbria,42,85
2020-10-03T17:00:00,Valle d'Aosta,0,146
2020-10-03T17:00:00,Veneto,276,2193
2020-10-04T17:00:00,Abruzzo,37,481
2020-10-04T17:00:00,Basilicata,14,33
2020-10-04T17:00:00,Calabria,19,101
2020-10-04T17:00:00,Campania,412,465
2020-10-04T17:00:00,Emilia-Romagna,179,4486
2020-10-04T17:00:00,Friuli Venezia Giulia,50,353
2020-10-04T17:00:00,Lazio,244,939
2020-10-04T17:00:00,Liguria,121,1610
2020-10-04T17:00:00,Lombardia,314,16971
2020-10-04T17:00:00,Marche,59,992
2020-10-04T17:00:00,Molise,15,25
2020-10-04T17:00:00,P.A. Bolzano,32,292
2020-10-04T17:00:00,P.A. Trento,34,406
2020-10-04T17:00:00,Piemonte,173,4167
2020-10-04T17:00:00,Puglia,151,598
2020-10-04T17:00:00,Sardegna,111,156
2020-10-04T17:00:00,Sicilia,85,319
2020-10-04T17:00:00,Toscana,188,1166
2020-10-04T17:00:00,Umbria,72,86
2020-10-04T17:00:00,Valle d'Aosta,7,146
2020-10-04T17:00:00,Veneto,261,2194
2020-10-05T17:00:00,Abruzzo,30,482
2020-10-05T17:00:00,Basilicata,14,33
2020-10-05T17:00:00,Calabria,23,101
2020-10-05T17:00:00,Campania,431,466
2020-10-05T17:00:00,Emilia-Romagna,167,4487
2020-10-05T17:00:00,Friuli Venezia Giulia,21,353
2020-10-05T17:00:00,Lazio,248,944
2020-10-05T17:00:00,Liguria,107,1610
2020-10-05T17:00:00,Lombardia,251,16973
2020-10-05T17:00:00,Marche,22,992
2020-10-05T17:00:00,Molise,2,25
2020-10-05T17:00:00,P.A. Bolzano,17,292
2020-10-05T17:00:00,P.A. Trento,49,406
2020-10-05T17:00:00,Piemonte,129,4168
2020-10-05T17:00:00,Puglia,83,599
2020-10-05T17:00:00,Sardegna,88,156
2020-10-05T17:00:00,Sicilia,128,321
2020-10-05T17:00:00,Toscana,185,1168
2020-10-05T17:00:00,Umbria,19,86
2020-10-05T17:00:00,Valle d'Aosta,13,146
2020-10-05T17:00:00,Veneto,230,2194
2020-10-06T17:00:00,Abruzzo,48,484
2020-10-06T17:00:00,Basilicata,4,33
2020-10-06T17:00:00,Calabria,23,102
2020-10-06T17:00:00,Campania,395,468
2020-10-06T17:00:00,Emilia-Romagna,172,4490
2020-10-06T17:00:00,Friuli Venezia Giulia,51,355
2020-10-06T17:00:00,Lazio,275,948
2020-10-06T17:00:00,Liguria,170,1612
2020-10-06T17:00:00,Lombardia,350,16973
2020-10-06T17:00:00,Marche,35,992
2020-10-06T17:00:00,Molise,6,25
2020-10-06T17:00:00,P.A. Bolzano,17,292
2020-10-06T17:00:00,P.A. Trento,40,406
2020-10-06T17:00:00,Piemonte,259,4170
2020-10-06T17:00:00,Puglia,106,603
2020-10-06T17:00:00,Sardegna,63,157
2020-10-06T17:00:00,Sicilia,198,322
2020-10-06T17:00:00,Toscana,209,1168
2020-10-06T17:00:00,Umbria,62,86
2020-10-06T17:00:00,Valle d'Aosta,5,146
2020-10-06T17:00:00,Veneto,189,2198
2020-10-07T17:00:00,Abruzzo,61,485
2020-10-07T17:00:00,Basilicata,15,35
2020-10-07T17:00:00,Calabria,16,102
2020-10-07T17:00:00,Campania,544,469
2020-10-07T17:00:00,Emilia-Romagna,193,4491
2020-10-07T17:00:00,Friuli Venezia Giulia,72,355
2020-10-07T17:00:00,Lazio,357,954
2020-10-07T17:00:00,Liguria,176,1614
2020-10-07T17:00:00,Lombardia,520,16978
2020-10-07T17:00:00,Marche,84,992
2020-10-07T17:00:00,Molise,1,25
2020-10-07T17:00:00,P.A. Bolzano,55,292
2020-10-07T17:00:00,P.A. Trento,32,406
2020-10-07T17:00:00,Piemonte,287,4172
2020-10-07T17:00:00,Puglia,196,603
2020-10-07T17:00:00,Sardegna,101,160
2020-10-07T17:00:00,Sicilia,213,326
2020-10-07T17:00:00,Toscana,300,1170
2020-10-07T17:00:00,Umbria,65,86
2020-10-07T17:00:00,Valle d'Aosta,15,146
2020-10-07T17:00:00,Veneto,375,2200
2020-10-08T17:00:00,Abruzzo,68,486
2020-10-08T17:00:00,Basilicata,22,35
2020-10-08T17:00:00,Calabria,21,102
2020-10-08T17:00:00,Campania,757,470
2020-10-08T17:00:00,Emilia-Romagna,184,4492
2020-10-08T17:00:00,Friuli Venezia Giulia,110,355
2020-10-08T17:00:00,Lazio,359,960
2020-10-08T17:00:00,Liguria,152,1614
2020-10-08T17:00:00,Lombardia,683,16979
2020-10-08T17:00:00,Marche,66,992
2020-10-08T17:00:00,Molise,6,25
2020-10-08T17:00:00,P.A. Bolzano,69,292
2020-10-08T17:00:00,P.A. Trento,59,406
2020-10-08T17:00:00,Piemonte,336,4172
2020-10-08T17:00:00,Puglia,248,604
2020-10-08T17:00:00,Sardegna,127,161
2020-10-08T17:00:00,Sicilia,259,329
2020-10-08T17:00:00,Toscana,339,1170
2020-10-08T17:00:00,Umbria,84,87
2020-10-08T17:00:00,Valle d'Aosta,18,146
2020-10-08T17:00:00,Veneto,491,2206
2020-10-09T17:00:00,Abruzzo,103,487
2020-10-09T17:00:00,Basilicata,22,35
2020-10-09T17:00:00,Calabria,42,103
2020-10-09T17:00:00,Campania,769,475
2020-10-09T17:00:00,Emilia-Romagna,276,4493
2020-10-09T17:00:00,Friuli Venezia Giulia,146,355
2020-10-09T17:00:00,Lazio,387,966
2020-10-09T17:00:00,Liguria,196,1615
2020-10-09T17:00:00,Lombardia,983,16980
2020-10-09T17:00:00,Marche,49,992
2020-10-09T17:00:00,Molise,11,25
2020-10-09T17:00:00,P.A. Bolzano,85,292
2020-10-09T17:00:00,P.A. Trento,39,406
2020-10-09T17:00:00,Piemonte,401,4172
2020-10-09T17:00:00,Puglia,249,606
2020-10-09T17:00:00,Sardegna,134,161
2020-10-09T17:00:00,Sicilia,233,333
2020-10-09T17:00:00,Toscana,483,1173
2020-10-09T17:00:00,Umbria,151,87
2020-10-09T17:00:00,Valle d'Aosta,18,146
2020-10-09T17:00:00,Veneto,595,2209
2020-10-10T17:00:00,Abruzzo,94,487
2020-10-10T17:00:00,Basilicata,37,35
2020-10-10T17:00:00,Calabria,68,103
2020-10-10T17:00:00,Campania,664,477
2020-10-10T17:00:00,Emilia-Romagna,383,4494
2020-10-10T17:00:00,Friuli Venezia Giulia,126,355
2020-10-10T17:00:00,Lazio,384,972
2020-10-10T17:00:00,Liguria,213,1617
2020-10-10T17:00:00,Lombardia,1140,16982
2020-10-10T17:00:00,Marche,86,992
2020-10-10T17:00:00,Molise,10,26
2020-10-10T17:00:00,P.A. Bolzano,92,292
2020-10-10T17:00:00,P.A. Trento,50,408
2020-10-10T17:00:00,Piemonte,499,4174
2020-10-10T17:00:00,Puglia,184,607
2020-10-10T17:00:00,Sardegna,124,161
2020-10-10T17:00:00,Sicilia,285,335
2020-10-10T17:00:00,Toscana,548,1173
2020-10-10T17:00:00,Umbria,132,88
2020-10-10T17:00:00,Valle d'Aosta,44,146
2020-10-10T17:00:00,Veneto,561,2216
2020-10-11T17:00:00,Abruzzo,77,487
2020-10-11T17:00:00,Basilicata,13,35
2020-10-11T17:00:00,Calabria,35,103
2020-10-11T17:00:00,Campania,633,479
2020-10-11T17:00:00,Emilia-Romagna,384,4495
2020-10-11T17:00:00,Friuli Venezia Giulia,97,356
2020-10-11T17:00:00,Lazio,371,976
2020-10-11T17:00:00,Liguria,386,1619
2020-10-11T17:00:00,Lombardia,1032,16985
2020-10-11T17:00:00,Marche,108,992
2020-10-11T17:00:00,Molise,28,26
2020-10-11T17:00:00,P.A. Bolzano,84,293
2020-10-11T17:00:00,P.A. Trento,39,408
2020-10-11T17:00:00,Piemonte,409,4177
2020-10-11T17:00:00,Puglia,212,608
2020-10-11T17:00:00,Sardegna,143,165
2020-10-11T17:00:00,Sicilia,297,336
2020-10-11T17:00:00,Toscana,517,1174
2020-10-11T17:00:00,Umbria,135,88
2020-10-11T17:00:00,Valle d'Aosta,18,146
2020-10-11T17:00:00,Veneto,438,2218
2020-10-12T17:00:00,Abruzzo,117,488
2020-10-12T17:00:00,Basilicata,11,35
2020-10-12T17:00:00,Calabria,53,104
2020-10-12T17:00:00,Campania,662,479
2020-10-12T17:00:00,Emilia-Romagna,337,4496
2020-10-12T17:00:00,Friuli Venezia Giulia,59,356
2020-10-12T17:00:00,Lazio,395,984
2020-10-12T17:00:00,Liguria,186,1621
2020-10-12T17:00:00,Lombardia,696,16988
2020-10-12T17:00:00,Marche,37,992
2020-10-12T17:00:00,Molise,7,26
2020-10-12T17:00:00,P.A. Bolzano,45,293
2020-10-12T17:00:00,P.A. Trento,2,409
2020-10-12T17:00:00,Piemonte,454,4180
2020-10-12T17:00:00,Puglia,157,614
2020-10-12T17:00:00,Sardegna,129,166
2020-10-12T17:00:00,Sicilia,298,339
2020-10-12T17:00:00,Toscana,466,1180
2020-10-12T17:00:00,Umbria,148,90
2020-10-12T17:00:00,Valle d'Aosta,32,146
2020-10-12T17:00:00,Veneto,328,2219
2020-10-13T17:00:00,Abruzzo,146,488
